	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    69 	y.085_CAL02-Y08_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:01:53 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	80,92	6,05	71,43	71,69	85,16	0,00	0,00	0,00	0,00	11,30	10,75	9,74	8,71	8,14	8,02	8,71	10,83	15,28	21,90	29,71	39,32	47,97	55,32	61,02	65,00	68,03	70,72	72,88	74,64	76,02	77,26	78,32	79,29	80,43	81,51	82,98	84,37	85,88	87,45	88,46	89,28	89,96	90,75	91,24
    69 	y.085_CAL02-Y08_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:01:53 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	78,20	6,55	84,65	84,91	85,58	0,00	0,00	0,00	0,00	6,10	5,57	4,59	3,58	3,05	2,95	3,66	5,81	10,28	16,93	24,76	34,40	43,07	50,45	56,19	60,22	63,29	66,03	68,23	70,03	71,46	72,74	73,84	74,83	76,01	77,12	78,62	80,04	81,58	83,17	84,21	85,05	85,76	86,57	87,07
    70 	y.086_CAL02-Y09_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:02:10 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	79,12	8,41	74,69	75,16	83,57	0,00	0,00	0,00	0,00	9,59	8,80	7,77	6,94	6,56	6,50	6,90	8,60	12,28	17,96	25,48	34,86	43,49	51,07	56,98	61,24	64,53	67,73	70,34	72,54	74,29	75,71	76,79	77,90	78,90	80,20	81,46	82,84	84,28	85,81	86,82	87,59	88,36	89,09	89,59
    70 	y.086_CAL02-Y09_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:02:10 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	76,24	9,11	92,22	92,67	84,36	0,00	0,00	0,00	0,00	4,25	3,49	2,50	1,69	1,36	1,32	1,73	3,47	7,18	12,88	20,41	29,81	38,48	46,08	52,04	56,34	59,69	62,93	65,58	67,83	69,63	71,10	72,21	73,36	74,40	75,73	77,02	78,43	79,90	81,45	82,47	83,27	84,06	84,80	85,31
    71 	y.087_CAL02-Y10_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:02:24 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	78,13	9,51	75,40	76,00	82,81	0,00	0,00	0,00	0,00	8,86	8,08	7,09	6,38	6,03	6,03	6,33	7,87	11,01	16,60	23,75	32,90	41,62	49,04	54,72	58,96	62,35	65,73	68,65	71,21	73,13	74,61	75,82	76,88	78,12	79,26	80,50	82,02	83,43	84,88	85,97	86,85	87,68	88,50	88,98
    71 	y.087_CAL02-Y10_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:02:24 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	75,24	10,26	94,06	94,62	83,77	0,00	0,00	0,00	0,00	3,69	2,95	1,97	1,28	0,97	0,99	1,30	2,87	6,02	11,64	18,80	27,97	36,71	44,15	49,87	54,15	57,58	61,01	63,97	66,57	68,54	70,06	71,30	72,39	73,67	74,83	76,11	77,66	79,09	80,56	81,67	82,58	83,43	84,27	84,76
    72 	y.088_CAL02-Y11_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:02:40 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,40	10,28	74,95	75,65	82,19	0,00	0,00	0,00	0,00	8,66	7,86	6,93	6,23	5,95	5,89	6,14	7,56	10,67	15,92	23,09	32,03	40,39	47,59	53,07	57,08	60,40	63,92	67,10	70,02	72,20	73,95	75,21	76,49	77,51	78,92	80,27	81,61	83,28	84,78	85,92	86,82	87,63	88,44	88,96
    72 	y.088_CAL02-Y11_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:02:40 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,40	11,12	94,78	95,43	83,31	0,00	0,00	0,00	0,00	3,38	2,61	1,71	1,04	0,80	0,77	1,03	2,48	5,60	10,87	18,05	27,01	35,39	42,61	48,13	52,17	55,53	59,11	62,33	65,30	67,53	69,32	70,62	71,92	72,99	74,42	75,81	77,18	78,88	80,40	81,55	82,48	83,32	84,13	84,66
    73 	w.008_CAL01-GS02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:03:11 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,49	-0,49	-2,98	3,02	260,74	0,00	0,00	0,00	0,00	40,69	59,92	80,50	89,57	91,42	90,76	90,03	89,67	88,89	87,88	86,90	86,19	85,40	84,33	83,77	83,19	82,67	82,20	81,72	81,70	81,84	82,39	82,99	83,76	84,71	85,91	87,27	88,83	90,20	91,67	92,65	93,35	93,92	94,55	94,78
    73 	w.008_CAL01-GS02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:03:11 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,40	-0,47	-2,90	2,94	260,86	0,00	0,00	0,00	0,00	35,37	54,67	75,32	84,46	86,37	85,79	85,11	84,81	84,05	83,07	82,10	81,39	80,61	79,56	79,01	78,44	77,94	77,50	77,05	77,05	77,23	77,81	78,44	79,25	80,22	81,46	82,85	84,43	85,82	87,32	88,32	89,04	89,62	90,26	90,50
    74 	gy.022_CAL02-GS02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:03:27 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	76,67	-1,30	1,55	2,02	130,16	0,00	0,00	0,00	0,00	31,15	39,66	47,53	49,58	49,05	48,44	48,99	51,25	53,76	55,32	55,32	54,19	52,51	50,83	49,17	47,83	47,78	49,30	51,20	52,55	52,55	52,11	51,39	50,75	50,14	50,13	50,94	53,29	57,25	61,95	67,01	71,65	75,97	79,82	83,16
    74 	gy.022_CAL02-GS02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:03:27 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	73,75	-1,38	1,83	2,29	127,05	0,00	0,00	0,00	0,00	26,11	34,65	42,57	44,67	44,19	43,62	44,19	46,50	49,02	50,61	50,63	49,49	47,82	46,13	44,49	43,16	43,11	44,65	46,56	47,92	47,93	47,51	46,80	46,18	45,60	45,61	46,45	48,84	52,84	57,59	62,70	67,40	71,76	75,64	79,01
    75 	gy.023_CAL02-GS03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:03:41 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	53,11	-1,79	1,18	2,14	146,54	0,00	0,00	0,00	0,00	17,94	19,80	20,85	20,27	19,34	18,87	19,60	21,62	23,99	25,54	25,32	23,95	22,12	20,60	19,26	18,37	18,45	19,89	21,89	23,01	22,58	21,66	20,88	20,27	19,53	19,35	19,68	21,65	25,08	30,04	35,94	42,08	48,50	54,71	61,22
    75 	gy.023_CAL02-GS03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:03:41 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	46,91	-2,15	1,64	2,71	142,60	0,00	0,00	0,00	0,00	12,49	14,37	15,46	14,91	14,02	13,59	14,34	16,40	18,78	20,35	20,13	18,75	16,92	15,39	14,05	13,16	13,24	14,69	16,69	17,83	17,41	16,51	15,75	15,15	14,44	14,29	14,65	16,67	20,15	25,16	31,12	37,32	43,78	50,03	56,58
    76 	gy.024_CAL02-GS04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:03:55 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	31,21	-0,21	0,11	0,24	152,93	0,00	0,00	0,00	0,00	7,99	7,60	7,13	6,59	6,19	6,06	6,28	7,01	7,98	8,61	8,33	7,51	6,75	6,27	5,97	5,76	5,81	6,29	7,08	7,51	7,26	6,89	6,72	6,74	6,63	6,65	6,85	7,77	9,43	12,19	16,14	20,84	26,44	32,43	39,49
    76 	gy.024_CAL02-GS04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:03:55 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	14,58	-0,76	0,01	0,76	179,18	0,00	0,00	0,00	0,00	3,00	2,63	2,18	1,66	1,30	1,18	1,41	2,16	3,14	3,77	3,47	2,64	1,87	1,37	1,06	0,83	0,87	1,35	2,13	2,57	2,32	1,96	1,79	1,82	1,72	1,77	2,00	2,95	4,65	7,46	11,46	16,21	21,86	27,88	34,97
    77 	k.015_CAL02-GS05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:04:12 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	27,75	-0,18	-0,78	0,80	256,98	0,00	0,00	0,00	0,00	6,56	6,17	5,80	5,47	5,28	5,19	5,28	5,67	6,19	6,54	6,28	5,76	5,32	5,10	4,98	4,90	4,90	5,12	5,49	5,68	5,50	5,30	5,24	5,30	5,27	5,34	5,44	5,99	7,05	8,79	11,78	15,62	20,47	25,95	32,86
    77 	k.015_CAL02-GS05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:04:12 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	2,78	-1,85	-1,97	2,70	226,72	0,00	0,00	0,00	0,00	1,33	0,97	0,63	0,32	0,17	0,10	0,19	0,61	1,13	1,48	1,21	0,68	0,22	0,01	0,01	0,01	0,01	0,01	0,33	0,53	0,35	0,16	0,11	0,18	0,18	0,27	0,42	1,01	2,10	3,89	6,92	10,82	15,72	21,24	28,18
    78 	k.016_CAL02-GS06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 12:04:29 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	27,74	-0,11	-1,12	1,13	264,18	0,00	0,00	0,00	0,00	6,63	6,25	5,90	5,58	5,32	5,26	5,34	5,74	6,29	6,59	6,31	5,75	5,31	5,09	4,96	4,88	4,89	5,10	5,46	5,66	5,49	5,28	5,23	5,30	5,26	5,34	5,41	6,08	7,00	8,90	11,82	15,63	20,52	26,02	32,93
    78 	k.016_CAL02-GS06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 12:04:29 PM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	4,20	-0,75	-3,80	3,88	258,79	0,00	0,00	0,00	0,00	1,61	1,25	0,93	0,64	0,41	0,38	0,46	0,88	1,44	1,74	1,45	0,87	0,43	0,18	0,05	0,01	0,01	0,17	0,53	0,73	0,56	0,36	0,32	0,40	0,38	0,48	0,59	1,29	2,26	4,20	7,17	11,02	15,95	21,49	28,43
